word;sentiment
preeminente;positivo
preferir;positivo
primer ministro;positivo
local;positivo
preparar;positivo
preparado;positivo
presciente;positivo
presencia;positivo
presente;positivo
presentable;positivo
presentacion;positivo
preservativo;positivo
preservar;positivo
presidente;positivo
prestigio;positivo
presto;positivo
bonita;positivo
prevalecer;positivo
prevencion;positivo
no tiene precio;positivo
orgullo;positivo
sacerdote;positivo
sacerdocio;positivo
sacerdotal;positivo
primacia;positivo
primario;positivo
principal;positivo
cebador;positivo
Principe;positivo
principesco;positivo
princesa;positivo
director de escuela;positivo
pristino;positivo
privilegiado;positivo
probidad;positivo
procedimiento;positivo
procesion;positivo
procurador;positivo
obtener;positivo
prodigo;positivo
prodigioso;positivo
prodigio;positivo
productor;positivo
productor;positivo
produccion;positivo
productivo;positivo
productividad;positivo
profesion;positivo
profesional;positivo
competencia;positivo
competente;positivo
profuso;positivo
Progreso;positivo
progresion;positivo
progresivo;positivo
prolifico;positivo
prominencia;positivo
prominentemente;positivo
promesa;positivo
prometedor;positivo
promocion;positivo
apuntalar;positivo
apropiado;positivo
profeta;positivo
profilactico;positivo
proposicion;positivo
prosperar;positivo
prosperidad;positivo
prospero;positivo
proteger;positivo
protector;positivo
protector;positivo
protector;positivo
orgulloso;positivo
probar;positivo
proverbial;positivo
proporcionar;positivo
siempre que;positivo
prudencia;positivo
prudente;positivo
salmo;positivo
publico;positivo
Halar;positivo
pulpito;positivo
puntual;positivo
puntualidad;positivo
perrito;positivo
puramente;positivo
purificacion;positivo
purificar;positivo
purista;positivo
pureza;positivo
ronroneo;positivo
pintoresco;positivo
calificado;positivo
calificativo;positivo
busqueda;positivo
pregunta;positivo
rapidez;positivo
inactivo;positivo
tranquilo;positivo
quinina;positivo
citar;positivo
resplandor;positivo
radiante;positivo
irradiar;positivo
radio;positivo
arrebatado;positivo
rapto;positivo
racional;positivo
delirio;positivo
lector;positivo
facilmente;positivo
preparacion;positivo
leyendo;positivo
reafirmar;positivo
real;positivo
razon;positivo
seguridades;positivo
tranquilizar;positivo
reembolso;positivo
refundir a;positivo
recibido;positivo
recepcion;positivo
NO TRANSLATION;positivo
corresponder;positivo
recuperacion;positivo
reclinar;positivo
reconocible;positivo
recomendar;positivo
reconciliacion;positivo
reconsideracion;positivo
reconstruir;positivo
reconstruccion;positivo
grabadora;positivo
recuperar;positivo
recuperacion;positivo
recreacion;positivo
recreativo;positivo
rectificar;positivo
redencion;positivo
compensacion;positivo
refinar;positivo
refinamiento;positivo
reforma;positivo
reforma;positivo
reformador;positivo
refrescante;positivo
restaurar;positivo
real;positivo
regente;positivo
regresivo;positivo
regularidad;positivo
regular;positivo
rehabilitar;positivo
rehabilitacion;positivo
reembolsar;positivo
reembolso;positivo
reforzamiento;positivo
reintegrar;positivo
alegrarse;positivo
alegria;positivo
rejuvenecer;positivo
rejuvenecido;positivo
reavivar;positivo
relajacion;positivo
pertinente;positivo
confiabilidad;positivo
de confianza;positivo
dependencia;positivo
alivio;positivo
aliviar;positivo
permanece;positivo
rehacer;positivo
notable;positivo
NO TRANSLATION;positivo
remedio;positivo
remision;positivo
remodelar;positivo
Renacimiento;positivo
hacer;positivo
renovacion;positivo
renovar;positivo
renovacion;positivo
renombre;positivo
renombrado;positivo
reorganizar;positivo
reparacion;positivo
pagar;positivo
arrepentirse;positivo
reponer;positivo
repleto;positivo
reportero;positivo
reposo;positivo
representado;positivo
reproductivo;positivo
acreditado;positivo
rescate;positivo
reserva;positivo
residente;positivo
elastico;positivo
resistador;positivo
resueltamente;positivo
recursos;positivo
el respeto;positivo
respetabilidad;positivo
respetable;positivo
respetuoso;positivo
respecto a;positivo
saludos;positivo
respiro;positivo
resplandeciente;positivo
responsabilidad;positivo
responsable;positivo
sensible;positivo
descanso;positivo
sosegado;positivo
restitucion;positivo
restaurativo;positivo
restaurando;positivo
restriccion;positivo
reanudacion;positivo
retencion;positivo
Jubilacion;positivo
reunion;positivo
jaranear;positivo
fiestas;positivo
reverenciar;positivo
reverencia;positivo
reverendo;positivo
ensueño;positivo
revisar;positivo
renacimiento;positivo
reanimar;positivo
revolucion;positivo
revolucionario;positivo
recompensa;positivo
ritmo;positivo
ritmico;positivo
cinta;positivo
riqueza;positivo
jinete;positivo
justo;positivo
legitimo;positivo
correctamente;positivo
maduro;positivo
madurar;positivo
creciente;positivo
remachado;positivo
coche de turismo;positivo
robusto;positivo
rock;positivo
barra;positivo
alegre;positivo
romance;positivo
romantico;positivo
romanticismo;positivo
retozar;positivo
enraizado;positivo
rosado;positivo
lista;positivo
rutina;positivo
realeza;positivo
rubrica;positivo
piedad;positivo
seguro;positivo
salvaguardia;positivo
sabio;positivo
Smo;positivo
santo;positivo
salario;positivo
saliente;positivo
saludable;positivo
saludo;positivo
salvacion;positivo
ungüento;positivo
samurai;positivo
santificacion;positivo
santificar;positivo
santuario;positivo
optimista;positivo
sanitario;positivo
satin;positivo
satisfactoriamente;positivo
satisfecho;positivo
salvar;positivo
ahorros;positivo
saborear;positivo
sabroso;positivo
comprension;positivo
espantapajaros;positivo
erudito;positivo
beca;positivo
cientifico;positivo
cientifico;positivo
NO TRANSLATION;positivo
Puntuacion;positivo
escriba;positivo
guion;positivo
de chuparse los dedos;positivo
escultura;positivo
mar;positivo
sello;positivo
sazonado;positivo
reclusion;positivo
secretaria;positivo
antigüedad;positivo
sensacional;positivo
sensibilidad;positivo
sesudamente;positivo
sensual;positivo
sensualidad;positivo
sensual;positivo
sentimental;positivo
sentimentalismo;positivo
centinela;positivo
serenidad;positivo
sermon;positivo
suero;positivo
Settlor;positivo
sexo;positivo
forma;positivo
bien proporcionado;positivo
compartir;positivo
abrigo;positivo
pastor;positivo
brillar;positivo
brillante;positivo
compras;positivo
hombro;positivo
perspicaz;positivo
seda;positivo
simplificar;positivo
sincero;positivo
sinceridad;positivo
canta;positivo
individualmente;positivo
señor;positivo
hermandad;positivo
experto;positivo
habil;positivo
cielo;positivo
pizarra;positivo
pulcro;positivo
esbelto;positivo
Delgado;positivo
sonreir;positivo
sonriente;positivo
herido;positivo
suavidad;positivo
risa disimulada;positivo
sobriedad;positivo
sociable;positivo
consuelo;positivo
soldado;positivo
solido;positivo
solidez;positivo
solucion;positivo
solvencia;positivo
sonar;positivo
sonata;positivo
soneto;positivo
sonoro;positivo
calmar;positivo
calmante;positivo
NO TRANSLATION;positivo
solvencia;positivo
sopa;positivo
spa;positivo
espacioso;positivo
spaniel;positivo
brillar;positivo
especial;positivo
NO TRANSLATION;positivo
espectaculo;positivo
habla;positivo
rapido;positivo
ortografia;positivo
especia;positivo
espina;positivo
espiritu;positivo
espiritu;positivo
esplendido;positivo
esplendor;positivo
patrocinador;positivo
inmaculado;positivo
esposa;positivo
picea;positivo
estable;positivo
staccato;positivo
inoxidable;positivo
semental;positivo
leal;positivo
aguante;positivo
en pie;positivo
estrella;positivo
luz de las estrellas;positivo
estrellado;positivo
majestuoso;positivo
declaracion;positivo
estatua;positivo
estado;positivo
firme;positivo
firme;positivo
estelar;positivo
libra esterlina;positivo
mayordomo;positivo
quietud;positivo
almacenar;positivo
sencillo;positivo
estrategico;positivo
estratega;positivo
fuerza;positivo
fortalecer;positivo
fortalecimiento;positivo
sorprendentes;positivo
sorprendentemente;positivo
fuertemente;positivo
estructura;positivo
semental;positivo
estudiar;positivo
robusto;positivo
sublimacion;positivo
sustancia;positivo
sustantivo;positivo
tener exito;positivo
subsiguiente;positivo
exito;positivo
exitoso;positivo
sucinto;positivo
suculento;positivo
suficiencia;positivo
azucar;positivo
adecuado;positivo
bochornoso;positivo
sol;positivo
soleado;positivo
puesta de sol;positivo
sol;positivo
magnifico;positivo
sobrehumano;positivo
superior;positivo
superioridad;positivo
superhombre;positivo
superestrella;positivo
supersticion;positivo
suplica;positivo
suministros;positivo
suministro;positivo
soportado;positivo
seguidor;positivo
secundario;positivo
supremacia;positivo
supremo;positivo
supremamente;positivo
garantia;positivo
conjetura;positivo
incomparable;positivo
sorpresa;positivo
rodear;positivo
agrimensura;positivo
sobrevivir;positivo
jurar;positivo
dulce;positivo
novio;positivo
cariño;positivo
dulzura;positivo
dulces;positivo
rapido;positivo
nadar;positivo
simbolico;positivo
simetrico;positivo
simetria;positivo
simpatico;positivo
simpatia;positivo
sinfonia;positivo
sincronizar;positivo
sinergico;positivo
sinodo;positivo
sinonimo;positivo
tacto;positivo
cuento;positivo
talento;positivo
talisman;positivo
hablar;positivo
bronceado;positivo
tentador;positivo
tarea;positivo
de buen gusto;positivo
sabroso;positivo
enseñar;positivo
tecnologia;positivo
adolescentes;positivo
templanza;positivo
templado;positivo
sostenible;positivo
tenaz;positivo
tenacidad;positivo
tenencia;positivo
inquilino;positivo
oferta;positivo
sensibilidad;positivo
agradecido;positivo
accion de gracias;positivo
teorico;positivo
terapeutico;positivo
terapeutica;positivo
NO TRANSLATION;positivo
pura sangre;positivo
pensativo;positivo
consideracion;positivo
ahorro;positivo
emocion;positivo
emocionante;positivo
prospero;positivo
trono;positivo
cosquillas;positivo
embaldosado;positivo
oportuno;positivo
oropel;positivo
titulo;positivo
brindis;positivo
tolerante;positivo
tolerancia;positivo
parte superior;positivo
tenacidad;positivo
torre;positivo
imponente;positivo
tranquilo;positivo
tranquilidad;positivo
trascendencia;positivo
trascendental;positivo
de viaje;positivo
tesoro;positivo
tratar;positivo
arbol;positivo
tremendamente;positivo
tendencia;positivo
de moda;positivo
afluente;positivo
tributo;positivo
trigonometria;positivo
triunfo;positivo
triunfante;positivo
trofeo;positivo
tregua;positivo
CIERTO;positivo
fiel;positivo
verdad;positivo
veracidad;positivo
tutela;positivo
tutor;positivo
gemelo;positivo
centelleo;positivo
por ultimo;positivo
arbitro;positivo
unanimidad;positivo
unanime;positivo
modesto;positivo
invicto;positivo
imparcial;positivo
irrompible;positivo
desenfrenado;positivo
intacto;positivo
sin restricciones;positivo
subrayar;positivo
comprension;positivo
suscribir;positivo
indiviso;positivo
eterno;positivo
inequivocamente;positivo
inesperado;positivo
desplegar;positivo
unificacion;positivo
uniformemente;positivo
no imaginable;positivo
no infectado;positivo
unico;positivo
unisono;positivo
unitario;positivo
unido;positivo
unidad;positivo
Universidad;positivo
ilimitado;positivo
no pretencioso;positivo
incuestionable;positivo
incuestionablemente;positivo
incontestable;positivo
indemne;positivo
altruista;positivo
insuperado;positivo
desatar;positivo
inquebrantable;positivo
cuesta arriba;positivo
edificacion;positivo
vertical;positivo
utilidad;positivo
ujier;positivo
usual;positivo
utilidad;positivo
utopico;positivo
vacaciones;positivo
vacuna;positivo
valiente;positivo
NO TRANSLATION;positivo
valioso;positivo
vanguardia;positivo
vencer a;positivo
terciopelo;positivo
aterciopelado;positivo
venerable;positivo
veneracion;positivo
veracidad;positivo
verde;positivo
verificacion;positivo
verificado;positivo
en verdad;positivo
VERDADERO;positivo
vernal;positivo
brio;positivo
veterano;positivo
vicario;positivo
Victor;positivo
victorioso;positivo
victoria;positivo
vigilancia;positivo
vigilante;positivo
vigor;positivo
vigoroso;positivo
aldeano;positivo
vindicado;positivo
vindicacion;positivo
Virgen;positivo
virginidad;positivo
virtud;positivo
virtuoso;positivo
vision;positivo
visionario;positivo
visitar;positivo
visitante;positivo
vital;positivo
vitalidad;positivo
vivaz;positivo
vivido;positivo
vocabulario;positivo
voluntario;positivo
voluptuoso;positivo
votar;positivo
atestiguar;positivo
voto;positivo
salario;positivo
garantia;positivo
guerrero;positivo
perro guardian;positivo
vigilante;positivo
sereno;positivo
impermeable;positivo
riqueza;positivo
a prueba de la intemperie;positivo
peso;positivo
bienvenida;positivo
blanco;positivo
blancura;positivo
saludable;positivo
postigo;positivo
extendido;positivo
de buena gana;positivo
complacencia;positivo
ganancia inesperada;positivo
ganador;positivo
victorioso;positivo
ganancias;positivo
inalambrico;positivo
wis;positivo
sabiduria;positivo
sabio;positivo
ingenio;positivo
resistir a;positivo
ingenio;positivo
ingenioso;positivo
mago;positivo
matriz;positivo
